1	1.000000	0	1	1
1.018	0.984476312	0.02	0.97	1
1.039	0.979301667	0.04	1.099	0.873521383
1.058	1.041397413	0.06	1.149	1.079199304
1.077	1.217335361	0.08	0.912	1.10745614
1.102	1.641656295	0.1	0.904	1.095132743
1.155	1.3467015	-0.689473684	0.959	1.26173097
1.193	1.3467015	-1.381967213	0.901	0.876803552
1.186	1.331177563	-1.201639344	0.861	0.882694541
1.183	1.377749373	-1.021311475	0.851	0.881316099
1.179	1.652005586	-0.840983607	0.843	1.03202847
1.177	1.738939631	-0.660655738	0.861	1.033681765
1.172	1.629237146	-0.480327869	0.912	1.030701754
1.16	1.517464802	-0.3	0.914	1.028446389
1.143	0.982406454	0.023076923	0.919	1.044613711
1.121	1.020698831	0.346153846	0.804	1.231343284
1.099	1.269081817	0.669230769	0.811	1.245376079
1.077	1.20698607	0.992307692	0.827	1.245465538
1.058	1.134541033	1.315384615	0.836	1.244019139
1.034	1.093143869	1.638461538	0.851	1.363102233
1.01	1.098318514	1.788095238	0.872	1.353211009
0.981	1.134541033	1.764285714	0.879	1.228668942
0.952	1.120052025	1.74047619	0.901	1.231964484
0.92	1.10349316	1.716666667	0.925	1.372972973
0.913	1.093143869	1.733333333	0.872	1.353211009
0.932	1.113842451	1.844444444	0.837	1.409796894
0.959	1.134541033	1.782352941	0.787	1.296060991
0.998	1.098318514	1.547058824	0.745	1.302013423
1.035	1.072445286	1.311764706	0.755	1.298013245
1.073	1.212160716	1.076470588	0.755	1.443708609
1.111	1.212160716	0.841176471	0.755	1.443708609
1.145	1.134541033	0.677777778	0.726	1.446280992
1.167	1.072445286	0.622222222	0.698	1.404011461
1.186	1.067270641	0.566666667	0.667	1.394302849
1.206	1.279431108	0.511111111	0.657	1.400304414
1.215	1.434670474	0.6	0.637	1.397174254
1.215	1.429495828	0.725	0.628	1.385350318
1.215	1.401552742	0.85	0.628	1.449044586
1.215	1.382924018	0.975	0.685	1.459854015
1.215	1.359120649	1.1	0.745	1.463087248
1.244	1.382924018	0.1	0.716	1.620111732
1.273	1.486416929	-0.9	0.685	1.620437956
1.297	1.532988739	-1.9	0.655	1.526717557
1.102	1.555757179	0.1	0.645	1.426356589
1.015	1.557827037	2.776	0.633	1.421800948
0.937	1.522639448	4.456	0.617	1.13452188
0.906	1.522639448	5.625	0.603	1.061359867
0.942	1.507115511	4.75	0.62	1.064516129
0.981	1.493661433	3.875	0.643	0.99533437
1.017	1.507115511	3	0.653	0.995405819
1.056	1.524709306	2.125	0.66	1
1.102	1.620957713	1.25	0.655	0.961832061
1.102	1.700647254	0.9	0.643	1.057542768
1.102	1.597154343	0.9	0.733	1.05047749
1.102	1.351876145	0.9	0.804	0.634328358
1.102	1.196636779	0.9	0.982	0.631364562
1.102	1.041397413	0.9	0.982	0.631364562
1.102	1.000000249	0.9	1	0.64

