0	1
10	1.173037308
20	1.373311971
30	1.573586633
40	1.730945296
50	1.788166629
60	1.802471962
70	1.873998627
80	1.931219959
90	1.988441291
100	2.33892195
110	2.660791943
120	2.760929274
130	2.532043946
140	2.474822614
150	2.539196612
160	2.546349279
170	2.617875944
180	2.675097276
190	2.253089952
200	1.952677958
210	1.902609293
220	1.788166629
230	1.587891966
240	1.387617304
250	1.41622797
260	1.258869306
270	1.301785306
280	1.244563973
290	1.266021973
300	1.27317464
310	1.301785306
320	1.437685969
330	1.630807965
340	1.88830396
350	2.045662623
360	2.281700618
370	2.288853285
380	2.324616617
390	2.303158618
400	2.117189288
410	1.959830625
420	1.859693294
430	1.902609293
440	1.974135958
450	2.017051957
460	1.945525292
470	1.773861295
480	1.630807965
490	1.516365301
500	1.387617304
510	1.23025864
520	1.130121309
530	1.044289311
540	1.022831312
550	1.029983978
560	1.08720531
570	1.072899977

